S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Nursing,Maternity Nursing (OB),12hrs 7min,12th,English/Hindi,Module 1: Introduction to Maternity Nursing,Maternity Nursing Flashcards: Why get Level Up RN Flashcards? | @LevelUpRN,https://www.youtube.com/watch?v=BwviKz_3BZ8
2,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 1: Introduction to Maternity Nursing,Behavioral and Barrier Methods of Contraception - Preconception - Maternity Nursing | @LevelUpRN,https://www.youtube.com/watch?v=QV73DgIlIrw
3,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 1: Introduction to Maternity Nursing,Hormonal Methods of Contraception - Preconception - Maternity Nursing | @LevelUpRN,https://www.youtube.com/watch?v=aG33Ukkze8w
4,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 1: Introduction to Maternity Nursing,Permanent Sterilization and Infertility - Preconception - Maternity Nursing | @LevelUpRN,https://www.youtube.com/watch?v=FJ9_1nioDWE
5,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 2: Preconception and Prenatal Care,Signs and Physiologic Changes of Pregnancy - Pregnancy - Maternity Nursing | @LevelUpRN,https://www.youtube.com/watch?v=H56VrnkEU8I
6,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 2: Preconception and Prenatal Care,"Prenatal Care: 1st, 2nd, and 3rd Trimester Visits - Pregnancy - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=wt9-6VWbfHI
7,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 2: Preconception and Prenatal Care,"GTPAL, Naegele's Rule, and Prenatal Labs/Diagnostics - Pregnancy - Maternity Nursing |@LevelUpRN",https://www.youtube.com/watch?v=vjwiTocVFgw
8,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 2: Preconception and Prenatal Care,"Nutrition/Weight Gain, Warning Signs, Unpleasant Side Effects - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=JMLaXPi2c-4
9,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 3: Prenatal Testing and Complications,"Diagnostics: Ultrasound, Chorionic Villus Sampling, Amniocentesis - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=4C96YgAFxaQ
10,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 3: Prenatal Testing and Complications,"Diagnostics: Nonstress, Biophysical Profile, Contraction Stress - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=VUZZWcURNHY
11,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 3: Prenatal Testing and Complications,"Complications: Miscarriage, Hydatidiform Mole, Ectopic Pregnancy - Maternity Nursing |@LevelUpRN",https://www.youtube.com/watch?v=JcRBZ4c-vHM
12,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 3: Prenatal Testing and Complications,"Complications: TORCH Infections, Chlamydia, Gonorrhea, HIV/AIDS - Maternity Nursing |@LevelUpRN",https://www.youtube.com/watch?v=OtWG6ExNUlI
13,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 4: Complications of Pregnancy,"Complications: Hyperemesis Gravidarum, Candidiasis, Anemia, UTI  - Maternity Nursing |@LevelUpRN",https://www.youtube.com/watch?v=pXdUx3zHdxQ
14,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 4: Complications of Pregnancy,Complications: Gestational Diabetes Mellitus (GDM) - Maternity Nursing | @LevelUpRN,https://www.youtube.com/watch?v=DUsmPfEt_zg
15,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 4: Complications of Pregnancy,"Complications: Cervical Insufficiency, Placenta Previa, Abruptio Placenta - Maternity | @LevelUpRN",https://www.youtube.com/watch?v=JzSC_P7JwR0
16,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 4: Complications of Pregnancy,"Complications: Preeclampsia, HELLP Syndrome, Amniotic Fluid Abnormalities - Maternity | @LevelUpRN",https://www.youtube.com/watch?v=1B17eRAQ0lM
17,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 5: Labor and Delivery,"Physiologic Changes before Labor, True vs. False Labor  - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=CZK2-efjsaw
18,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 5: Labor and Delivery,"Factors Affecting Labor, Fetal Position, Fetal Station - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=y7JWObvyQ3I
19,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 5: Labor and Delivery,"Stages of Labor, Effacement vs. Dilation - Maternity Nursing - Labor & Delivery (L&D) | @LevelUpRN",https://www.youtube.com/watch?v=T3CS1vdB8V8
20,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 5: Labor and Delivery,"Pain Management During Labor, Regional Anesthesia - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=eTLVyMs-Tm4
21,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 6: Intrapartum Monitoring and Interventions,"Fetal Assessment: Leopold Maneuvers, Fetal Heart Rate Monitoring - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=GpulByCgBJM
22,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 6: Intrapartum Monitoring and Interventions,"Fetal Heart Rate Patterns: Normal and Abnormal Findings, VEAL CHOP - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=Ni48bbtiZgs
23,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 6: Intrapartum Monitoring and Interventions,"External Cephalic Version, Bishop Score, Labor Induction/Augmentation - Maternity | @LevelUpRN",https://www.youtube.com/watch?v=92ocoXRhDqk
24,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 6: Intrapartum Monitoring and Interventions,"Vacuum/Forceps Assisted Delivery, Premature Rupture of Membranes, Preterm Labor | @LevelUpRN",https://www.youtube.com/watch?v=YUcPB5pUEXk
25,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 7: Labor Complications and Interventions,"Labor Dystocia, Prolapsed Umbilical Cord, Cesarean Section - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=Beqj6fIGGLo
26,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 7: Labor Complications and Interventions,"Uterine Rupture, Amniotic Fluid Embolism, Precipitous Labor - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=rHyXoatcyPg
27,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 7: Labor Complications and Interventions,"APGAR, Vital Signs, New Ballard Scale, Thermoregulation, Height/Weight - Maternity | @LevelUpRN",https://www.youtube.com/watch?v=p7bVMS9MajU
28,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 8:  Postpartum Care of the Newborn,Expected and Abnormal Findings of Newborn Assessment - Maternity Nursing- Newborn Care | @LevelUpRN,https://www.youtube.com/watch?v=PKCIlQ9nDlU
29,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 8:  Postpartum Care of the Newborn,"Infant Reflexes, Heel Stick, Labs and Prophylactic Medications at Birth - Maternity | @LevelUpRN",https://www.youtube.com/watch?v=cOpydLSW-mU
30,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 8:  Postpartum Care of the Newborn,"NAS, Hypoglycemia, Macrosomia, Sepsis Neonatorum, Necrotizing Enterocolitis - Maternity | @LevelUpRN",https://www.youtube.com/watch?v=kT_bp4oINQM
31,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 8:  Postpartum Care of the Newborn,"Hyperbilirubinemia: Symptoms, Treatment, Phototherapy, Nursing Care- Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=eXFGLVu22Gw
32,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 9: Neonatal Complications and Care,"Preterm and Postmature Infants, Meconium Aspiration Syndrome - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=ihE8m1Oyo4E
33,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 9: Neonatal Complications and Care,"Infant Nutrition, Breastfeeding & Formula Feeding Best Practices - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=Rn6dDWkS5EM
34,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 9: Neonatal Complications and Care,"Circumcision, Bathing, Cord Care; Crib, Sleep, & Car Seat Safety - Maternity Nursing | @LevelUpRN",https://www.youtube.com/watch?v=jQm-rH2S62A
35,Nursing,Maternity Nursing (OB),,12th,English/Hindi,Module 10: Postpartum Care of the Mother,Assessment of Fundus and Lochia - Maternity Nursing - Postpartum Care | @LevelUpRN,https://www.youtube.com/watch?v=hrozJ-EbdGI
