S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Special Education,Inclusive Education,23hrs 11min,12th,English/Hindi,Module 1: Understanding Inclusive Education,Concept of Inclusive education (English),https://www.youtube.com/watch?v=x1Sti1_zpw8
2,Special Education,Inclusive Education,,12th,English/Hindi,Module 1: Understanding Inclusive Education,Characteristics of an Inclusive School (English),https://www.youtube.com/watch?v=DrBcb02qywM
3,Special Education,Inclusive Education,,12th,English/Hindi,Module 1: Understanding Inclusive Education,Qualities of an Inclusive Teacher,https://www.youtube.com/watch?v=shFL3Wr536k
4,Special Education,Inclusive Education,,12th,English/Hindi,Module 1: Understanding Inclusive Education,Challenges to Inclusive Education and some solutions (English),https://www.youtube.com/watch?v=bye7mbGw96c
5,Special Education,Inclusive Education,,12th,English/Hindi,Module 2: Practical Approaches to Inclusion,Developing inclusive culture in schools (English),https://www.youtube.com/watch?v=dSCgALDuFdo
6,Special Education,Inclusive Education,,12th,English/Hindi,Module 2: Practical Approaches to Inclusion,Infrastructural facilities for Inclusive Schools,https://www.youtube.com/watch?v=FlAS9DOjUoI
7,Special Education,Inclusive Education,,12th,English/Hindi,Module 2: Practical Approaches to Inclusion,Learning Styles (VAK Model) and Assistive Technologies,https://www.youtube.com/watch?v=ckANHtWZcbA
8,Special Education,Inclusive Education,,12th,English/Hindi,Module 3:  The Role of Educators in Inclusive Education,"Tips and ideas for social, economic and cultural inclusion. (English)",https://www.youtube.com/watch?v=UCxNJtq7F_4
9,Special Education,Inclusive Education,,12th,English/Hindi,Module 3:  The Role of Educators in Inclusive Education,Role of Teacher Educators in Facilitating Inclusive Education (English),https://www.youtube.com/watch?v=lyjOLRv33Es
10,Special Education,Inclusive Education,,12th,English/Hindi,Module 3:  The Role of Educators in Inclusive Education,Individualized Education Programme or Plan I.E.P. (English),https://www.youtube.com/watch?v=FAds6lC4ZeY
11,Special Education,Inclusive Education,,12th,English/Hindi,Module 4: Case Studies in Inclusive Education,Assessment in Inclusive Education,https://www.youtube.com/watch?v=zMqOfW4iKh8
12,Special Education,Inclusive Education,,12th,English/Hindi,Module 4: Case Studies in Inclusive Education,Knowing our friends with Dyslexia (English),https://www.youtube.com/watch?v=jkQrKJbIauQ
