S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Nonprofit Management,HR Basics,17hrs 3min,12th,English/Hindi,Module 1: Introduction to Human Resources,HR Basics: Human Resource Management,https://www.youtube.com/watch?v=A2HFusWQIeE
2,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 1: Introduction to Human Resources,HR Basics: Employee Recognition,https://www.youtube.com/watch?v=uiufOswSxGI
3,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 1: Introduction to Human Resources,HR Basics: Equal Employment Opportunity,https://www.youtube.com/watch?v=3lRjzlnR1i0
4,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 1: Introduction to Human Resources,HR Basics: Giving Employee Feedback 2e,https://www.youtube.com/watch?v=3-mv33vrqBs
5,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 2: Employee Recognition,HR Basics: Form I9 2e,https://www.youtube.com/watch?v=k9qf31qvx2s
6,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 2: Employee Recognition,HR Basics: Organziational Culture,https://www.youtube.com/watch?v=jJW2RDOAv7k
7,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 2: Employee Recognition,HR Basics: Onboarding 2e,https://www.youtube.com/watch?v=p7ILj-EWZ88
8,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 2: Employee Recognition,HR Basics: Workplace Conflict 2e,https://www.youtube.com/watch?v=ayRRyjqFxrA
9,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 3: Onboarding,HR Basics: Protected Classes 2e,https://www.youtube.com/watch?v=Pjh-JV9jfbw
10,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 3: Onboarding,HR Basics: Human Reosurce Ethics 2e,https://www.youtube.com/watch?v=pvtFRY4H1ok
11,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 3: Onboarding,HR Basics: Workplace Investigations 2e,https://www.youtube.com/watch?v=tTLA9KJiG2E
12,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 3: Onboarding,HR Basics: Performance Management 2e,https://www.youtube.com/watch?v=RbGBpMDZYf4
13,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 4: Workplace Investigations,HR Basics: Job Evaluation 2e,https://www.youtube.com/watch?v=IMNyyIO-85k
14,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 4: Workplace Investigations,HR Basics: Job Analysis 2e,https://www.youtube.com/watch?v=NIFkJAge0EA
15,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 4: Workplace Investigations,HR Basics: Organziational Development,https://www.youtube.com/watch?v=VDduIzjAjWE
16,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 4: Workplace Investigations,HR Basics: Sexual Harassment,https://www.youtube.com/watch?v=MsTsHewb0II
17,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 5: Organizational Development,HR Basics: Human Resource Policy,https://www.youtube.com/watch?v=fWsLBFN5-mg
18,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 5: Organizational Development,HR Basics: Human Resource Planning,https://www.youtube.com/watch?v=2fhXWlHubpA
19,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 5: Organizational Development,HR Basics: Compensation,https://www.youtube.com/watch?v=wZoRId6ADuo
20,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 5: Organizational Development,HR Basics: Reference Checks,https://www.youtube.com/watch?v=R7Td_YVXEkg
21,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 6: Reference Checks,HR Basics: Performance Appraisals,https://www.youtube.com/watch?v=o2mi8zhnhYM
22,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 6: Reference Checks,HR Basics: Employee Engagement,https://www.youtube.com/watch?v=g9HjuA1JF18
23,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 6: Reference Checks,HR Basics: Talent Management,https://www.youtube.com/watch?v=H__5wa30A9s
24,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 6: Reference Checks,HR Basics: Discrimination,https://www.youtube.com/watch?v=NQ-A5fWmkz0
25,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 7: Discrimination,HR Basics: Workers Compensation,https://www.youtube.com/watch?v=Qem8wSvlQas
26,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 7: Discrimination,HR Basics: Background Checks,https://www.youtube.com/watch?v=44vTSIPMuLw
27,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 7: Discrimination,HR Basics: Employee Rights,https://www.youtube.com/watch?v=mKflvO_dktE
28,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 7: Discrimination,HR Basics: Performance Improvement Plans,https://www.youtube.com/watch?v=hmq1eB_q_lc
29,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 8: Performance Improvement Plans,HR Basics: Patterned Interviews,https://www.youtube.com/watch?v=XRZKD-lqUPY
30,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 8: Performance Improvement Plans,HR Basics: Training Lesson Plans,https://www.youtube.com/watch?v=Zz8N0fR1iR4
31,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 8: Performance Improvement Plans,HR Basics: Work-Life Effectiveness,https://www.youtube.com/watch?v=2HfTHHSHQ-8
32,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 8: Performance Improvement Plans,HR Basics: Employee Safety and Security,https://www.youtube.com/watch?v=clA8hXqfZrk
33,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 9: Employee Safety and Security,HR Basics: Human Resource Metrics,https://www.youtube.com/watch?v=F7t0EFXXHgE
34,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 9: Employee Safety and Security,HR Basics: Typical Selection Process,https://www.youtube.com/watch?v=jB3tjXSqlqc
35,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 9: Employee Safety and Security,HR Basics: Employment Law 2e,https://www.youtube.com/watch?v=z5sBgkbjB7g
36,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 9: Employee Safety and Security,HR Basics: Occupational Safety and Health Administration 2e,https://www.youtube.com/watch?v=W3OW_Bmu0HM
37,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 10: Occupational Safety and Health Administration,HR Basics: Human Resource Information Systems 2e,https://www.youtube.com/watch?v=cjgaCpQyrVM
38,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 10: Occupational Safety and Health Administration,HR Basics: Job Descriptions 2e,https://www.youtube.com/watch?v=x8SUDbl6AXk
39,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 10: Occupational Safety and Health Administration,HR Basics: Employee Relations 2e,https://www.youtube.com/watch?v=5sdbHJIYJLk
40,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 10: Occupational Safety and Health Administration,HR Basics: Labor Relations 2e,https://www.youtube.com/watch?v=q7pDXs-pu7k
41,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 11: Labor Relations,HR Basics: Employee Safety and Health 2e,https://www.youtube.com/watch?v=_-v9nuJNp14
42,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 11: Labor Relations,HR Basics: Training and Development 2e,https://www.youtube.com/watch?v=0hwxSoGKHWo
43,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 11: Labor Relations,HR Basics: Recruitment 2e,https://www.youtube.com/watch?v=elc2sIiVICQ
44,Nonprofit Management,HR Basics,,12th,English/Hindi,Module 11: Labor Relations,HR Basics: Organizational Health,https://www.youtube.com/watch?v=XgmChe5iVas
