S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Culinary Arts,Baking School: Fundamentals,6hrs 11min,12th,English/Hindi,Module 1: Setting Up for Success,MISE EN PLACE | preparing yourself for successful baking,https://www.youtube.com/watch?v=62MOCMyPce0
2,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 1: Setting Up for Success,ESSENTIAL BAKING EQUIPMENT & THEIR USES | necessary baking equipment for your kitchen,https://www.youtube.com/watch?v=J3CkrJ9vPJQ
3,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 1: Setting Up for Success,"BASIC BAKING TERMINOLOGY | folding, proofing, ferment, scoring, and more...",https://www.youtube.com/watch?v=TB1uVhXONmQ
4,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 2: Core Baking Principles,"HOW TO APPROACH A NEW RECIPE | reading a recipe, understanding a new recipe",https://www.youtube.com/watch?v=CEVDoHlQOMc
5,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 2: Core Baking Principles,"HOW TO MEASURE FOR BAKING | weight vs volume measurements, measuring flour properly",https://www.youtube.com/watch?v=QjmgQL0k5Dk
6,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 2: Core Baking Principles,"THE FUNCTION OF SUGAR IN BAKING | varieties of sugar, sugar's role in baking",https://www.youtube.com/watch?v=jKFILK2ktTk
7,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 2: Core Baking Principles,THE FUNCTION OF FLOUR IN BAKING | varieties of flour,https://www.youtube.com/watch?v=OoCqGDn1Daw
8,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 3: Understanding Key Ingredients,"ALL ABOUT GLUTEN | what is gluten?, why does gluten matter in baking?",https://www.youtube.com/watch?v=PCRytLrxs9c
9,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 3: Understanding Key Ingredients,"ALL ABOUT LEAVENING | baking soda, baking powder, yeast, and steam",https://www.youtube.com/watch?v=g2DbJ-lKcE8
10,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 3: Understanding Key Ingredients,"THE FUNCTION OF EGGS IN BAKING | whole eggs, egg whites, egg yolks",https://www.youtube.com/watch?v=N4UOxLGnFfY
11,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 3: Understanding Key Ingredients,"THE FUNCTION OF FAT IN BAKING | butter, shortening, lard, oil",https://www.youtube.com/watch?v=LouNnXUmANs
12,Culinary Arts,Baking School: Fundamentals,,12th,English/Hindi,Module 4: Ingredient Functions and Techniques,INGREDIENT TEMPERATURE GUIDELINES FOR BAKING | room temperature ingredients vs cold ingredients,https://www.youtube.com/watch?v=e4H7h4Bz9-Q
