S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
1,Performing Arts,Live Theatre Productions to Watch,2hrs 802min,12th,English/Hindi,Module 1: High School Musical Productions,Subbed and multi-angled Greek tragedy slime tutorial,https://www.youtube.com/watch?v=oeKoOKuQcSI
2,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 1: High School Musical Productions,Heathers The Musical Slime Tutorial,https://www.youtube.com/watch?v=v70JVLTl-H8
3,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 1: High School Musical Productions,Cabaret 1993 Revival | Full Show [Not Age Restricted] ft. Alan Cumming,https://www.youtube.com/watch?v=i4w9LS55fSw
4,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 1: High School Musical Productions,SixTeen (musical),https://www.youtube.com/watch?v=3RFd_hJ2-5E
5,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 2: Professional Productions - Broadway and Beyond,Little Shop of Horrors Slime Tutorial,https://www.youtube.com/watch?v=9dtpwkT0Z7U
6,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 2: Professional Productions - Broadway and Beyond,"""The Hunchback of Notre Dame""  Disney Musical Theater  Full Performance  [University Production] 4K!",https://www.youtube.com/watch?v=yc-84vC9LCM
7,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 2: Professional Productions - Broadway and Beyond,Violin Trek (Star Trek Album) by VioDance,https://www.youtube.com/watch?v=fE3DnkPqtkc
8,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 2: Professional Productions - Broadway and Beyond,Matilda the Musical - Presented by Pine Bush High School,https://www.youtube.com/watch?v=XhZJIKEj9uk
9,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 3: College and University Productions,Beauty And The Beast - SARALA BIRLA ACADEMY BANGALORE,https://www.youtube.com/watch?v=FnvPMUENoDg
10,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 3: College and University Productions,Phantom of the Opera (ROSE Cast) by the Beacon Players. April 2024,https://www.youtube.com/watch?v=wzkxqOsjHac
11,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 3: College and University Productions,Wonderland (Full Show),https://www.youtube.com/watch?v=dInHF1Iilzo
12,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 3: College and University Productions,AHS Noises Off play 2018,https://www.youtube.com/watch?v=hD4eGtAz-pU
13,Performing Arts,Live Theatre Productions to Watch,,12th,English/Hindi,Module 4: Classic Musicals,"Bookeemonsters Live Reading Sprints - Saturday, April 6, 2024",https://www.youtube.com/watch?v=vCMJG-Uu4Sw
